class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
1387,2577,Tholymis tillarga,Twister,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tholymis,tillarga,02577_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Tholymis_tillarga
1388,2582,Trithemis arteriosa,Red-veined Dropwing,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Trithemis,arteriosa,02582_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Trithemis_arteriosa
1389,2591,Tachopteryx thoreyi,Gray Petaltail,Animalia,Arthropoda,Insecta,Odonata,Petaluridae,Tachopteryx,thoreyi,02591_Animalia_Arthropoda_Insecta_Odonata_Petaluridae_Tachopteryx_thoreyi
1390,2600,Aidemona azteca,Aztec Spur-throated Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aidemona,azteca,02600_Animalia_Arthropoda_Insecta_Orthoptera_Acrididae_Aidemona_azteca
1391,2601,Aiolopus strepens,Broad Green-winged Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,strepens,02601_Animalia_Arthropoda_Insecta_Orthoptera_Acrididae_Aiolopus_strepens
1392,2602,Anacridium aegyptium,Egyptian Locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Anacridium,aegyptium,02602_Animalia_Arthropoda_Insecta_Orthoptera_Acrididae_Anacridium_aegyptium
1393,2607,Chortophaga viridifasciata,Green-striped Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chortophaga,viridifasciata,02607_Animalia_Arthropoda_Insecta_Orthoptera_Acrididae_Chortophaga_viridifasciata
1394,2631,Schistocerca lineata,Spotted Bird Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,lineata,02631_Animalia_Arthropoda_Insecta_Orthoptera_Acrididae_Schistocerca_lineata
1395,2645,Gryllus bimaculatus,African field cricket,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,bimaculatus,02645_Animalia_Arthropoda_Insecta_Orthoptera_Gryllidae_Gryllus_bimaculatus
1396,2659,Brachystola magna,Plains Lubber Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Brachystola,magna,02659_Animalia_Arthropoda_Insecta_Orthoptera_Romaleidae_Brachystola_magna
1397,2662,Tropidacris collaris,Violet-Winged Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Tropidacris,collaris,02662_Animalia_Arthropoda_Insecta_Orthoptera_Romaleidae_Tropidacris_collaris
1398,2671,Decticus verrucivorus,Wart-biter,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Decticus,verrucivorus,02671_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Decticus_verrucivorus
1399,2679,Phaneroptera falcata,Sickle-bearing Bush-cricket,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera,falcata,02679_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Phaneroptera_falcata
1400,2680,Phaneroptera nana,Mediterranean Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera,nana,02680_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Phaneroptera_nana
1401,2681,Pholidoptera griseoaptera,Dark Bush-cricket,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Pholidoptera,griseoaptera,02681_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Pholidoptera_griseoaptera
1402,2683,Roeseliana roeselii,Roesel's Bush-cricket,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Roeseliana,roeselii,02683_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Roeseliana_roeselii
1403,2684,Ruspolia nitidula,Large Conehead,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Ruspolia,nitidula,02684_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Ruspolia_nitidula
1404,2687,Scudderia septentrionalis,Northern Bush Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,septentrionalis,02687_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Scudderia_septentrionalis
1405,2691,Tettigonia viridissima,Great Green Bush-cricket,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Tettigonia,viridissima,02691_Animalia_Arthropoda_Insecta_Orthoptera_Tettigoniidae_Tettigonia_viridissima
1406,2694,Megaphasma denticrus,Giant Walkingstick,Animalia,Arthropoda,Insecta,Phasmida,Diapheromeridae,Megaphasma,denticrus,02694_Animalia_Arthropoda_Insecta_Phasmida_Diapheromeridae_Megaphasma_denticrus
1407,2695,Clitarchus hookeri,Smooth Stick-insect,Animalia,Arthropoda,Insecta,Phasmida,Phasmatidae,Clitarchus,hookeri,02695_Animalia_Arthropoda_Insecta_Phasmida_Phasmatidae_Clitarchus_hookeri
1408,2698,Ctenolepisma lineata,Four-lined Silverfish,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,lineata,02698_Animalia_Arthropoda_Insecta_Zygentoma_Lepismatidae_Ctenolepisma_lineata
1409,2699,Ctenolepisma longicaudata,Gray silverfish,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Ctenolepisma,longicaudata,02699_Animalia_Arthropoda_Insecta_Zygentoma_Lepismatidae_Ctenolepisma_longicaudata
1410,2704,Cancer borealis,Jonah Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,borealis,02704_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_borealis
1411,2707,Metacarcinus magister,Dungeness Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,magister,02707_Animalia_Arthropoda_Malacostraca_Decapoda_Cancridae_Metacarcinus_magister
1412,2713,Cardisoma guanhumi,Blue Land Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Cardisoma,guanhumi,02713_Animalia_Arthropoda_Malacostraca_Decapoda_Gecarcinidae_Cardisoma_guanhumi
1413,2719,Pachygrapsus marmoratus,Marbled Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,02719_Animalia_Arthropoda_Malacostraca_Decapoda_Grapsidae_Pachygrapsus_marmoratus
1414,2728,Ocypode quadrata,Atlantic Ghost Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Ocypode,quadrata,02728_Animalia_Arthropoda_Malacostraca_Decapoda_Ocypodidae_Ocypode_quadrata
1415,2739,Aratus pisonii,Mangrove Tree Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Aratus,pisonii,02739_Animalia_Arthropoda_Malacostraca_Decapoda_Sesarmidae_Aratus_pisonii
1416,2740,Armases cinereum,Squareback Marsh Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Armases,cinereum,02740_Animalia_Arthropoda_Malacostraca_Decapoda_Sesarmidae_Armases_cinereum
1417,2746,Armadillidium vulgare,Common Pill-bug,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,02746_Animalia_Arthropoda_Malacostraca_Isopoda_Armadillidiidae_Armadillidium_vulgare
1418,2747,Ligia exotica,Wharf Roach,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,exotica,02747_Animalia_Arthropoda_Malacostraca_Isopoda_Ligiidae_Ligia_exotica
1419,2757,Anguilla rostrata,American Eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,rostrata,02757_Animalia_Chordata_Actinopterygii_Anguilliformes_Anguillidae_Anguilla_rostrata
1420,2764,Cyprinus carpio,Common Carp,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,02764_Animalia_Chordata_Actinopterygii_Cypriniformes_Cyprinidae_Cyprinus_carpio
1421,2771,Scardinius erythrophthalmus,Rudd,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Scardinius,erythrophthalmus,02771_Animalia_Chordata_Actinopterygii_Cypriniformes_Cyprinidae_Scardinius_erythrophthalmus
1422,2774,Cyprinodon variegatus,Sheepshead Minnow,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,variegatus,02774_Animalia_Chordata_Actinopterygii_Cyprinodontiformes_Cyprinodontidae_Cyprinodon_variegatus
1423,2775,Fundulus diaphanus,banded killifish,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,02775_Animalia_Chordata_Actinopterygii_Cyprinodontiformes_Fundulidae_Fundulus_diaphanus
1424,2808,Micropterus salmoides,Largemouth Bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,02808_Animalia_Chordata_Actinopterygii_Perciformes_Centrarchidae_Micropterus_salmoides
1425,2814,Cheilodactylus nigripes,Magpie Perch,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,02814_Animalia_Chordata_Actinopterygii_Perciformes_Cheilodactylidae_Cheilodactylus_nigripes
1426,2816,Herichthys cyanoguttatus,Texas Cichlid,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Herichthys,cyanoguttatus,02816_Animalia_Chordata_Actinopterygii_Perciformes_Cichlidae_Herichthys_cyanoguttatus
1427,2817,Mayaheros urophthalmus,Mayan Cichlid,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,urophthalmus,02817_Animalia_Chordata_Actinopterygii_Perciformes_Cichlidae_Mayaheros_urophthalmus
1428,2822,Enoplosus armatus,Old Wife,Animalia,Chordata,Actinopterygii,Perciformes,Enoplosidae,Enoplosus,armatus,02822_Animalia_Chordata_Actinopterygii_Perciformes_Enoplosidae_Enoplosus_armatus
1429,2826,Neogobius melanostomus,Round Goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Neogobius,melanostomus,02826_Animalia_Chordata_Actinopterygii_Perciformes_Gobiidae_Neogobius_melanostomus
1430,2828,Haemulon sciurus,Bluestriped Grunt,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,sciurus,02828_Animalia_Chordata_Actinopterygii_Perciformes_Haemulidae_Haemulon_sciurus
1431,2838,Labroides dimidiatus,Bluestreak Cleaner Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,dimidiatus,02838_Animalia_Chordata_Actinopterygii_Perciformes_Labridae_Labroides_dimidiatus
1432,2843,Thalassoma bifasciatum,Caribbean Bluehead Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,bifasciatum,02843_Animalia_Chordata_Actinopterygii_Perciformes_Labridae_Thalassoma_bifasciatum
1433,2877,Sparisoma viride,Stoplight Parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,viride,02877_Animalia_Chordata_Actinopterygii_Perciformes_Scaridae_Sparisoma_viride
1434,2880,Micropogonias undulatus,Atlantic Croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,undulatus,02880_Animalia_Chordata_Actinopterygii_Perciformes_Sciaenidae_Micropogonias_undulatus
1435,2882,Sciaenops ocellatus,Red Drum,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Sciaenops,ocellatus,02882_Animalia_Chordata_Actinopterygii_Perciformes_Sciaenidae_Sciaenops_ocellatus
1436,2886,Acanthopagrus australis,Sea Bream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,australis,02886_Animalia_Chordata_Actinopterygii_Perciformes_Sparidae_Acanthopagrus_australis
1437,2887,Archosargus probatocephalus,Sheepshead,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Archosargus,probatocephalus,02887_Animalia_Chordata_Actinopterygii_Perciformes_Sparidae_Archosargus_probatocephalus
1438,2894,Sphyraena barracuda,Great Barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,02894_Animalia_Chordata_Actinopterygii_Perciformes_Sphyraenidae_Sphyraena_barracuda
1439,2899,Oncorhynchus kisutch,Coho Salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,02899_Animalia_Chordata_Actinopterygii_Salmoniformes_Salmonidae_Oncorhynchus_kisutch
1440,2904,Salvelinus fontinalis,Brook Trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,02904_Animalia_Chordata_Actinopterygii_Salmoniformes_Salmonidae_Salvelinus_fontinalis
1441,2907,Pterois volitans,Red Lionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,volitans,02907_Animalia_Chordata_Actinopterygii_Scorpaeniformes_Scorpaenidae_Pterois_volitans
1442,2915,Aulostomus chinensis,Pacific Trumpetfish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Aulostomidae,Aulostomus,chinensis,02915_Animalia_Chordata_Actinopterygii_Syngnathiformes_Aulostomidae_Aulostomus_chinensis
1443,2917,Fistularia commersonii,Bluespotted Cornetfish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,commersonii,02917_Animalia_Chordata_Actinopterygii_Syngnathiformes_Fistulariidae_Fistularia_commersonii
1444,2925,Dicotylichthys punctulatus,Three-barred Porcupinefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Dicotylichthys,punctulatus,02925_Animalia_Chordata_Actinopterygii_Tetraodontiformes_Diodontidae_Dicotylichthys_punctulatus
1445,2933,Lactophrys triqueter,Smooth Trunkfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactophrys,triqueter,02933_Animalia_Chordata_Actinopterygii_Tetraodontiformes_Ostraciidae_Lactophrys_triqueter
1446,2938,Tetractenos glaber,Smooth Toadfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Tetractenos,glaber,02938_Animalia_Chordata_Actinopterygii_Tetraodontiformes_Tetraodontidae_Tetractenos_glaber
1447,2944,Anaxyrus cognatus,Great Plains Toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,cognatus,02944_Animalia_Chordata_Amphibia_Anura_Bufonidae_Anaxyrus_cognatus
1448,2945,Anaxyrus fowleri,Fowler's Toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,fowleri,02945_Animalia_Chordata_Amphibia_Anura_Bufonidae_Anaxyrus_fowleri
1449,2967,Rhinella horribilis,Giant Marine Toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,horribilis,02967_Animalia_Chordata_Amphibia_Anura_Bufonidae_Rhinella_horribilis
1450,2974,Dendrobates auratus,Green and Black Dart-poison Frog,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,02974_Animalia_Chordata_Amphibia_Anura_Dendrobatidae_Dendrobates_auratus
1451,2977,Eleutherodactylus cystignathoides,Rio Grande Chirping Frog,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,cystignathoides,02977_Animalia_Chordata_Amphibia_Anura_Eleutherodactylidae_Eleutherodactylus_cystignathoides
1452,2978,Eleutherodactylus planirostris,Greenhouse Frog,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,planirostris,02978_Animalia_Chordata_Amphibia_Anura_Eleutherodactylidae_Eleutherodactylus_planirostris
1453,2985,Hyla chrysoscelis,Cope's Gray Tree Frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,chrysoscelis,02985_Animalia_Chordata_Amphibia_Anura_Hylidae_Hyla_chrysoscelis
1454,2988,Hyla femoralis,Pine Woods Tree Frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,femoralis,02988_Animalia_Chordata_Amphibia_Anura_Hylidae_Hyla_femoralis
1455,3007,Engystomops pustulosus,Guayaquil Dwarf Frog,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Engystomops,pustulosus,03007_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Engystomops_pustulosus
1456,3012,Microhyla fissipes,Ornate Chorus Frog,Animalia,Chordata,Amphibia,Anura,Microhylidae,Microhyla,fissipes,03012_Animalia_Chordata_Amphibia_Anura_Microhylidae_Microhyla_fissipes
1457,3015,Litoria peronii,Peron's Tree Frog,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Litoria,peronii,03015_Animalia_Chordata_Amphibia_Anura_Pelodryadidae_Litoria_peronii
1458,3020,Xenopus laevis,African Clawed Frog,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,laevis,03020_Animalia_Chordata_Amphibia_Anura_Pipidae_Xenopus_laevis
1459,3030,Lithobates palustris,Pickerel Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,palustris,03030_Animalia_Chordata_Amphibia_Anura_Ranidae_Lithobates_palustris
1460,3041,Rana boylii,Foothill Yellow-legged Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,boylii,03041_Animalia_Chordata_Amphibia_Anura_Ranidae_Rana_boylii
1461,3043,Rana dalmatina,Agile Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,dalmatina,03043_Animalia_Chordata_Amphibia_Anura_Ranidae_Rana_dalmatina
1462,3044,Rana draytonii,California Red-legged Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,draytonii,03044_Animalia_Chordata_Amphibia_Anura_Ranidae_Rana_draytonii
1463,3046,Rana latastei,Italian Agile Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,latastei,03046_Animalia_Chordata_Amphibia_Anura_Ranidae_Rana_latastei
1464,3050,Buergeria robusta,Robust Kajika Frog,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Buergeria,robusta,03050_Animalia_Chordata_Amphibia_Anura_Rhacophoridae_Buergeria_robusta
1465,3053,Polypedates megacephalus,Spot-legged Treefrog,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,megacephalus,03053_Animalia_Chordata_Amphibia_Anura_Rhacophoridae_Polypedates_megacephalus
1466,3064,Ambystoma opacum,Marbled Salamander,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,03064_Animalia_Chordata_Amphibia_Caudata_Ambystomatidae_Ambystoma_opacum
1467,3072,Aneides lugubris,Arboreal Salamander,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,lugubris,03072_Animalia_Chordata_Amphibia_Caudata_Plethodontidae_Aneides_lugubris
1468,3094,Plethodon serratus,Southern Red-backed Salamander,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,serratus,03094_Animalia_Chordata_Amphibia_Caudata_Plethodontidae_Plethodon_serratus
1469,3095,Plethodon vehiculum,Western Red-backed Salamander,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,03095_Animalia_Chordata_Amphibia_Caudata_Plethodontidae_Plethodon_vehiculum
1470,3110,Botryllus schlosseri,Golden Star Tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,schlosseri,03110_Animalia_Chordata_Ascidiacea_Stolidobranchia_Styelidae_Botryllus_schlosseri
1471,3118,Aquila audax,Wedge-tailed Eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,03118_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Aquila_audax
1472,3122,Aquila rapax,Tawny Eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,03122_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Aquila_rapax
1473,3125,Buteo brachyurus,Short-tailed Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,brachyurus,03125_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_brachyurus
1474,3127,Buteo jamaicensis,Red-tailed Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,03127_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_jamaicensis
1475,3130,Buteo plagiatus,Gray Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,plagiatus,03130_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_plagiatus
1476,3135,Buteo swainsoni,Swainson's Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,03135_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_swainsoni
1477,3150,Elanus axillaris,Black-shouldered Kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,axillaris,03150_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Elanus_axillaris
1478,3153,Geranoaetus albicaudatus,White-tailed Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,03153_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Geranoaetus_albicaudatus
1479,3157,Gypaetus barbatus,Bearded Vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,03157_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Gypaetus_barbatus
1480,3168,Ictinia plumbea,Plumbeous Kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,plumbea,03168_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Ictinia_plumbea
1481,3182,Rupornis magnirostris,Roadside Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,magnirostris,03182_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Rupornis_magnirostris
1482,3190,Amazonetta brasiliensis,Brazilian Teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Amazonetta,brasiliensis,03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis
1483,3191,Anas acuta,Northern Pintail,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,03191_Animalia_Chordata_Aves_Anseriformes_Anatidae_Anas_acuta
1484,3200,Anas gracilis,Grey Teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,gracilis,03200_Animalia_Chordata_Aves_Anseriformes_Anatidae_Anas_gracilis
1485,3203,Anas rubripes,American Black Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,03203_Animalia_Chordata_Aves_Anseriformes_Anatidae_Anas_rubripes
1486,3210,Anser caerulescens,Snow Goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,caerulescens,03210_Animalia_Chordata_Aves_Anseriformes_Anatidae_Anser_caerulescens
1487,3214,Anser rossii,Ross's Goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,rossii,03214_Animalia_Chordata_Aves_Anseriformes_Anatidae_Anser_rossii
1488,3223,Aythya nyroca,Ferruginous Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,nyroca,03223_Animalia_Chordata_Aves_Anseriformes_Anatidae_Aythya_nyroca
1489,3230,Bucephala albeola,Bufflehead,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,03230_Animalia_Chordata_Aves_Anseriformes_Anatidae_Bucephala_albeola
1490,3239,Cygnus atratus,Black Swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,atratus,03239_Animalia_Chordata_Aves_Anseriformes_Anatidae_Cygnus_atratus
1491,3240,Cygnus buccinator,Trumpeter Swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,03240_Animalia_Chordata_Aves_Anseriformes_Anatidae_Cygnus_buccinator
1492,3242,Cygnus cygnus,Whooper Swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus,03242_Animalia_Chordata_Aves_Anseriformes_Anatidae_Cygnus_cygnus
1493,3245,Dendrocygna autumnalis,Black-bellied Whistling-Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,03245_Animalia_Chordata_Aves_Anseriformes_Anatidae_Dendrocygna_autumnalis
1494,3265,Plectropterus gambensis,Spur-winged Goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,gambensis,03265_Animalia_Chordata_Aves_Anseriformes_Anatidae_Plectropterus_gambensis
1495,3267,Somateria mollissima,Common Eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,mollissima,03267_Animalia_Chordata_Aves_Anseriformes_Anatidae_Somateria_mollissima
1496,3270,Spatula discors,Blue-winged Teal,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,discors,03270_Animalia_Chordata_Aves_Anseriformes_Anatidae_Spatula_discors
1497,3277,Chauna torquata,Southern Screamer,Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,torquata,03277_Animalia_Chordata_Aves_Anseriformes_Anhimidae_Chauna_torquata
1498,3282,Tockus leucomelas,Southern Yellow-billed Hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Tockus,leucomelas,03282_Animalia_Chordata_Aves_Bucerotiformes_Bucerotidae_Tockus_leucomelas
1499,3285,Upupa epops,Common Hoopoe,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,epops,03285_Animalia_Chordata_Aves_Bucerotiformes_Upupidae_Upupa_epops
1500,3299,Amazilia cyanocephala,Azure-crowned Hummingbird,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,cyanocephala,03299_Animalia_Chordata_Aves_Caprimulgiformes_Trochilidae_Amazilia_cyanocephala
1501,3301,Amazilia tzacatl,Rufous-tailed Hummingbird,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,tzacatl,03301_Animalia_Chordata_Aves_Caprimulgiformes_Trochilidae_Amazilia_tzacatl
1502,3314,Chlorostilbon lucidus,Glittering-bellied Emerald,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Chlorostilbon,lucidus,03314_Animalia_Chordata_Aves_Caprimulgiformes_Trochilidae_Chlorostilbon_lucidus
1503,3316,Colibri cyanotus,Lesser Violetear,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Colibri,cyanotus,03316_Animalia_Chordata_Aves_Caprimulgiformes_Trochilidae_Colibri_cyanotus
1504,3318,Eugenes fulgens,Rivoli's Hummingbird,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Eugenes,fulgens,03318_Animalia_Chordata_Aves_Caprimulgiformes_Trochilidae_Eugenes_fulgens
1505,3330,Dromaius novaehollandiae,Emu,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,novaehollandiae,03330_Animalia_Chordata_Aves_Casuariiformes_Casuariidae_Dromaius_novaehollandiae
1506,3332,Cathartes burrovianus,Lesser Yellow-headed Vulture,Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,burrovianus,03332_Animalia_Chordata_Aves_Cathartiformes_Cathartidae_Cathartes_burrovianus
1507,3338,Brachyramphus marmoratus,Marbled Murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,marmoratus,03338_Animalia_Chordata_Aves_Charadriiformes_Alcidae_Brachyramphus_marmoratus
1508,3344,Burhinus bistriatus,Double-striped Thick-knee,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,bistriatus,03344_Animalia_Chordata_Aves_Charadriiformes_Burhinidae_Burhinus_bistriatus
1509,3346,Burhinus grallarius,Bush Stone-curlew,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,grallarius,03346_Animalia_Chordata_Aves_Charadriiformes_Burhinidae_Burhinus_grallarius
