class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
250,5220,Clinocardium nuttallii,Nuttall's Cockle,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,nuttallii,05220_Animalia_Mollusca_Bivalvia_Cardiida_Cardiidae_Clinocardium_nuttallii
251,5273,Aliger gigas,Queen Conch,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Aliger,gigas,05273_Animalia_Mollusca_Gastropoda_Littorinimorpha_Strombidae_Aliger_gigas
252,5277,Buccinum undatum,Common Whelk,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,undatum,05277_Animalia_Mollusca_Gastropoda_Neogastropoda_Buccinidae_Buccinum_undatum
253,5283,Californiconus californicus,California Cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,californicus,05283_Animalia_Mollusca_Gastropoda_Neogastropoda_Conidae_Californiconus_californicus
254,5291,Americoliva sayana,Lettered Olive,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Americoliva,sayana,05291_Animalia_Mollusca_Gastropoda_Neogastropoda_Olividae_Americoliva_sayana
255,5312,Phidiana hiltoni,Hilton's Aeolid,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Phidiana,hiltoni,05312_Animalia_Mollusca_Gastropoda_Nudibranchia_Facelinidae_Phidiana_hiltoni
256,5323,Phyllidia varicosa,Varicose Wart Slug,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidia,varicosa,05323_Animalia_Mollusca_Gastropoda_Nudibranchia_Phyllidiidae_Phyllidia_varicosa
257,5330,Rumina decollata,Decollate Snail,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Rumina,decollata,05330_Animalia_Mollusca_Gastropoda_Stylommatophora_Achatinidae_Rumina_decollata
258,5347,Cepaea hortensis,White-lipped Snail,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,hortensis,05347_Animalia_Mollusca_Gastropoda_Stylommatophora_Helicidae_Cepaea_hortensis
259,5350,Helix lucorum,Turkish Snail,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,lucorum,05350_Animalia_Mollusca_Gastropoda_Stylommatophora_Helicidae_Helix_lucorum
260,5387,Tonicella lineata,Lined Chiton,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,lineata,05387_Animalia_Mollusca_Polyplacophora_Chitonida_Tonicellidae_Tonicella_lineata
261,5433,Peltigera praetextata,scaly pelt lichen,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,praetextata,05433_Fungi_Ascomycota_Lecanoromycetes_Peltigerales_Peltigeraceae_Peltigera_praetextata
262,5441,Teloschistes flavicans,Golden Hair-lichen,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,flavicans,05441_Fungi_Ascomycota_Lecanoromycetes_Teloschistales_Teloschistaceae_Teloschistes_flavicans
263,5445,Umbilicaria mammulata,Smooth Rock Tripe,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,mammulata,05445_Fungi_Ascomycota_Lecanoromycetes_Umbilicariales_Umbilicariaceae_Umbilicaria_mammulata
264,5474,Agaricus xanthodermus,Yellow Stainer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,xanthodermus,05474_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Agaricus_xanthodermus
265,5477,Chlorophyllum molybdites,green-spored parasol,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,molybdites,05477_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Chlorophyllum_molybdites
266,5498,Amanita rubescens,blusher,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,rubescens,05498_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_rubescens
267,5523,Lichenomphalia umbellifera,Lichen Agaric,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,umbellifera,05523_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Lichenomphalia_umbellifera
268,5541,Roridomyces austrororidus,Roridomyces austrororidus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Roridomyces,austrororidus,05541_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Roridomyces_austrororidus
269,5599,Chalciporus piperatus,Peppery Bolete,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,05599_Fungi_Basidiomycota_Agaricomycetes_Boletales_Boletaceae_Chalciporus_piperatus
270,5633,Turbinellus floccosus,Scaly Chanterelle,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Turbinellus,floccosus,05633_Fungi_Basidiomycota_Agaricomycetes_Gomphales_Gomphaceae_Turbinellus_floccosus
271,5648,Phallus impudicus,stinkhorn,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,impudicus,05648_Fungi_Basidiomycota_Agaricomycetes_Phallales_Phallaceae_Phallus_impudicus
272,5676,Fomes fomentarius,Hoof Fungus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes,fomentarius,05676_Fungi_Basidiomycota_Agaricomycetes_Polyporales_Polyporaceae_Fomes_fomentarius
273,5700,Hericium americanum,Bear's Head Tooth,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,americanum,05700_Fungi_Basidiomycota_Agaricomycetes_Russulales_Hericiaceae_Hericium_americanum
274,5714,Xylobolus frustulatus,ceramic parchment,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Xylobolus,frustulatus,05714_Fungi_Basidiomycota_Agaricomycetes_Russulales_Stereaceae_Xylobolus_frustulatus
275,5734,Rhizomnium glabrescens,fan moss,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Rhizomnium,glabrescens,05734_Plantae_Bryophyta_Bryopsida_Bryales_Mniaceae_Rhizomnium_glabrescens
276,5756,Thuidium delicatulum,delicate fern moss,Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,delicatulum,05756_Plantae_Bryophyta_Bryopsida_Hypnales_Thuidiaceae_Thuidium_delicatulum
277,5764,Codium fragile,Sponge Weed,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,fragile,05764_Plantae_Chlorophyta_Ulvophyceae_Bryopsidales_Codiaceae_Codium_fragile
278,5769,Radula complanata,Flat-leaved Scalewort,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Radulaceae,Radula,complanata,05769_Plantae_Marchantiophyta_Jungermanniopsida_Porellales_Radulaceae_Radula_complanata
279,5783,Ephedra trifurca,longleaf ephedra,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,trifurca,05783_Plantae_Tracheophyta_Gnetopsida_Ephedrales_Ephedraceae_Ephedra_trifurca
280,5824,Cocos nucifera,coconut palm,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Cocos,nucifera,05824_Plantae_Tracheophyta_Liliopsida_Arecales_Arecaceae_Cocos_nucifera
281,5837,Allium cernuum,nodding onion,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,cernuum,05837_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Allium_cernuum
282,5856,Hymenocallis liriosme,spring spiderlily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Hymenocallis,liriosme,05856_Plantae_Tracheophyta_Liliopsida_Asparagales_Amaryllidaceae_Hymenocallis_liriosme
283,5878,Asparagus acutifolius,Spiny Asparagus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,acutifolius,05878_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Asparagus_acutifolius
284,5881,Asparagus officinalis,asparagus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,officinalis,05881_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Asparagus_officinalis
285,5887,Camassia quamash,small camas,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,quamash,05887_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Camassia_quamash
286,5916,Muscari neglectum,Grape hyacinth,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,neglectum,05916_Plantae_Tracheophyta_Liliopsida_Asparagales_Asparagaceae_Muscari_neglectum
287,5948,Asphodelus ramosus,Branched Asphodel,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Asphodelus,ramosus,05948_Plantae_Tracheophyta_Liliopsida_Asparagales_Asphodelaceae_Asphodelus_ramosus
288,5952,Phormium cookianum,Mountain flax,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Phormium,cookianum,05952_Plantae_Tracheophyta_Liliopsida_Asparagales_Asphodelaceae_Phormium_cookianum
289,5962,Crocus vernus,Spring Crocus,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Crocus,vernus,05962_Plantae_Tracheophyta_Liliopsida_Asparagales_Iridaceae_Crocus_vernus
290,6005,Cephalanthera rubra,Red Helleborine,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cephalanthera,rubra,06005_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Cephalanthera_rubra
291,6018,Dactylorhiza fuchsii,Common Spotted Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,fuchsii,06018_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Dactylorhiza_fuchsii
292,6042,Goodyera tesselata,checkered rattlesnake plantain,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Goodyera,tesselata,06042_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Goodyera_tesselata
293,6054,Neottia nidus-avis,bird's-nest orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,nidus-avis,06054_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Neottia_nidus-avis
294,6060,Ophrys insectifera,Fly Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,insectifera,06060_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Ophrys_insectifera
295,6094,Spathoglottis plicata,Philippine Ground Orchid,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spathoglottis,plicata,06094_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Spathoglottis_plicata
296,6097,Spiranthes lacera,Slender Ladies' Tresses,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,lacera,06097_Plantae_Tracheophyta_Liliopsida_Asparagales_Orchidaceae_Spiranthes_lacera
297,6157,Erythronium oregonum,giant white fawn lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,oregonum,06157_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Erythronium_oregonum
298,6165,Fritillaria recurva,scarlet fritillary,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,recurva,06165_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Fritillaria_recurva
299,6168,Lilium bulbiferum,fire lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,bulbiferum,06168_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Lilium_bulbiferum
300,6176,Lilium pardalinum,Leopard Lily,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,pardalinum,06176_Plantae_Tracheophyta_Liliopsida_Liliales_Liliaceae_Lilium_pardalinum
301,6202,Trillium nivale,snow trillium,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,nivale,06202_Plantae_Tracheophyta_Liliopsida_Liliales_Melanthiaceae_Trillium_nivale
302,6206,Trillium undulatum,painted trillium,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,undulatum,06206_Plantae_Tracheophyta_Liliopsida_Liliales_Melanthiaceae_Trillium_undulatum
303,6215,Smilax glauca,sawbrier,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,glauca,06215_Plantae_Tracheophyta_Liliopsida_Liliales_Smilacaceae_Smilax_glauca
304,6238,Carex digitata,Fingered Sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,digitata,06238_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Carex_digitata
305,6295,Schoenoplectus pungens,common three-square,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectus,pungens,06295_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Schoenoplectus_pungens
306,6407,Paspalum dilatatum,Dallis grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,dilatatum,06407_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Paspalum_dilatatum
307,6416,Poa annua,Annual Meadow-grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,annua,06416_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Poa_annua
308,6425,Setaria viridis,Green Bristle Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria,viridis,06425_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Setaria_viridis
309,6431,Stenotaphrum secundatum,Saint Augustine grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stenotaphrum,secundatum,06431_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Stenotaphrum_secundatum
310,6433,Themeda triandra,Kangaroo Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Themeda,triandra,06433_Plantae_Tracheophyta_Liliopsida_Poales_Poaceae_Themeda_triandra
311,6461,Dendrolycopodium obscurum,princess pine,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Dendrolycopodium,obscurum,06461_Plantae_Tracheophyta_Lycopodiopsida_Lycopodiales_Lycopodiaceae_Dendrolycopodium_obscurum
312,6492,Chaerophyllum aromaticum,Broad-leaved Chervil,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,aromaticum,06492_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Chaerophyllum_aromaticum
313,6543,Torilis japonica,upright hedge-parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis,japonica,06543_Plantae_Tracheophyta_Magnoliopsida_Apiales_Apiaceae_Torilis_japonica
314,6554,Fatsia japonica,Japanese aralia,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Fatsia,japonica,06554_Plantae_Tracheophyta_Magnoliopsida_Apiales_Araliaceae_Fatsia_japonica
315,6562,Panax trifolius,dwarf ginseng,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Panax,trifolius,06562_Plantae_Tracheophyta_Magnoliopsida_Apiales_Araliaceae_Panax_trifolius
316,6568,Schefflera actinophylla,Octopus Tree,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Schefflera,actinophylla,06568_Plantae_Tracheophyta_Magnoliopsida_Apiales_Araliaceae_Schefflera_actinophylla
317,6585,Ilex opaca,American holly,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,opaca,06585_Plantae_Tracheophyta_Magnoliopsida_Aquifoliales_Aquifoliaceae_Ilex_opaca
318,6590,Achillea millefolium,common yarrow,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,millefolium,06590_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Achillea_millefolium
319,6609,Ambrosia salsola,common burrobrush,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,salsola,06609_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ambrosia_salsola
320,6639,Artemisia vulgaris,common mugwort,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,vulgaris,06639_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Artemisia_vulgaris
321,6655,Bidens aristosa,tickseed beggar-ticks,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,aristosa,06655_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Bidens_aristosa
322,6716,Cirsium texanum,Texas Thistle,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,texanum,06716_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Cirsium_texanum
323,6734,Crepis tectorum,narrow-leaved hawksbeard,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Crepis,tectorum,06734_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Crepis_tectorum
324,6779,Erigeron sumatrensis,tropical horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,sumatrensis,06779_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Erigeron_sumatrensis
325,6785,Eupatorium altissimum,tall boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,altissimum,06785_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Eupatorium_altissimum
326,6787,Eupatorium capillifolium,dogfennel,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,capillifolium,06787_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Eupatorium_capillifolium
327,6800,Gaillardia aristata,great blanketflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,aristata,06800_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Gaillardia_aristata
328,6818,Helenium amarum,Bitterweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium,amarum,06818_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helenium_amarum
329,6843,Hymenopappus artemisiifolius,Old Plainsman,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hymenopappus,artemisiifolius,06843_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hymenopappus_artemisiifolius
330,6874,Leucanthemum vulgare,oxeye daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,vulgare,06874_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Leucanthemum_vulgare
331,6893,Melanthera nivea,Snow Squarestem,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Melanthera,nivea,06893_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Melanthera_nivea
332,6901,Nabalus albus,white rattlesnakeroot,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nabalus,albus,06901_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Nabalus_albus
333,6912,Ozothamnus leptophyllus,Tauhinu,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ozothamnus,leptophyllus,06912_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ozothamnus_leptophyllus
334,6918,Packera tampicana,Great Plains Ragwort,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Packera,tampicana,06918_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_tampicana
335,6948,Polymnia canadensis,leafcup,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Polymnia,canadensis,06948_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Polymnia_canadensis
336,6972,Senecio glastifolius,Woad-leaved ragwort,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,glastifolius,06972_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_glastifolius
337,6990,Silphium terebinthinaceum,prairie dock,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Silphium,terebinthinaceum,06990_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silphium_terebinthinaceum
338,7005,Solidago rugosa,common wrinkle-leaved goldenrod,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,rugosa,07005_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_rugosa
339,7013,Sonchus asper,prickly sowthistle,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,asper,07013_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Sonchus_asper
340,7039,Taraxacum officinale,common dandelion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,officinale,07039_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Taraxacum_officinale
341,7047,Tithonia tubaeformis,tree marigold,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tithonia,tubaeformis,07047_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Tithonia_tubaeformis
342,7092,Campanula prenanthoides,California Harebell,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,prenanthoides,07092_Plantae_Tracheophyta_Magnoliopsida_Asterales_Campanulaceae_Campanula_prenanthoides
343,7100,Jasione montana,Sheep's-bit,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Jasione,montana,07100_Plantae_Tracheophyta_Magnoliopsida_Asterales_Campanulaceae_Jasione_montana
344,7139,Echium plantagineum,Salvation Jane,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,plantagineum,07139_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Echium_plantagineum
345,7172,Myosotis latifolia,broadleaf forget-me-not,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,latifolia,07172_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Myosotis_latifolia
346,7173,Myosotis scorpioides,water forget-me-not,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,scorpioides,07173_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Myosotis_scorpioides
347,7226,Cakile maritima,European Searocket,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cakile,maritima,07226_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Cakile_maritima
348,7236,Cardamine hirsuta,hairy bittercress,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,hirsuta,07236_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Cardamine_hirsuta
349,7237,Cardamine impatiens,narrow-leaved bittercress,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,impatiens,07237_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Cardamine_impatiens
350,7246,Dithyrea californica,California shieldpod,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Dithyrea,californica,07246_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Dithyrea_californica
351,7299,Pseudowintera colorata,Mountain Horopito,Plantae,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Pseudowintera,colorata,07299_Plantae_Tracheophyta_Magnoliopsida_Canellales_Winteraceae_Pseudowintera_colorata
352,7327,Dysphania ambrosioides,Mexican tea,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Dysphania,ambrosioides,07327_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Amaranthaceae_Dysphania_ambrosioides
353,7339,Anredera cordifolia,Mignonette vine,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Basellaceae,Anredera,cordifolia,07339_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Basellaceae_Anredera_cordifolia
354,7364,Echinocereus enneacanthus,Strawberry Cactus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,enneacanthus,07364_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Echinocereus_enneacanthus
355,7366,Echinocereus pectinatus,Spiny Hedgehog Cactus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,pectinatus,07366_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Echinocereus_pectinatus
356,7371,Echinocereus stramineus,strawberry hedgehog cactus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,stramineus,07371_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Echinocereus_stramineus
357,7375,Escobaria vivipara,viviparous foxtail cactus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Escobaria,vivipara,07375_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Escobaria_vivipara
358,7376,Ferocactus cylindraceus,California barrel cactus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,cylindraceus,07376_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Ferocactus_cylindraceus
359,7434,Honckenya peploides,Sea Sandwort,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Honckenya,peploides,07434_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Caryophyllaceae_Honckenya_peploides
360,7451,Silene flos-cuculi,ragged-Robin,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,flos-cuculi,07451_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Caryophyllaceae_Silene_flos-cuculi
361,7464,Stellaria graminea,lesser stitchwort,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,graminea,07464_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Caryophyllaceae_Stellaria_graminea
362,7496,Montia parvifolia,Small-leaved Blinks,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,parvifolia,07496_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Montiaceae_Montia_parvifolia
363,7513,Limonium perezii,Perez's sea lavender,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,perezii,07513_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Plumbaginaceae_Limonium_perezii
364,7520,Bistorta vivipara,alpine bistort,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Bistorta,vivipara,07520_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Bistorta_vivipara
365,7526,Eriogonum deflexum,skeleton weed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,deflexum,07526_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Eriogonum_deflexum
366,7536,Fallopia cilinodis,Fringed Bindweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,cilinodis,07536_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Fallopia_cilinodis
