class_index,category_id,name,common_name,kingdom,phylum,taxon_class,order,family,genus,specific_epithet,image_dir_name
505,119,Latrodectus variolus,Northern Black Widow,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,variolus,00119_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_variolus
506,136,Vasates quadripedes,maple bladdergall mite,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Vasates,quadripedes,00136_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Vasates_quadripedes
507,228,Elaphidion mucronatum,Spined Oak Borer,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Elaphidion,mucronatum,00228_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Elaphidion_mucronatum
508,229,Graphisurus fasciatus,Banded Graphisurus,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Graphisurus,fasciatus,00229_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Graphisurus_fasciatus
509,275,Chrysolina fastuosa,Dead-nettle Leaf Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,fastuosa,00275_Animalia_Arthropoda_Insecta_Coleoptera_Chrysomelidae_Chrysolina_fastuosa
510,276,Chrysomela populi,Poplar Leaf Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,populi,00276_Animalia_Arthropoda_Insecta_Coleoptera_Chrysomelidae_Chrysomela_populi
511,285,Gastrophysa viridula,Green Dock-beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,viridula,00285_Animalia_Arthropoda_Insecta_Coleoptera_Chrysomelidae_Gastrophysa_viridula
512,337,Larinus carlinae,Canada Thistle Bud Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Larinus,carlinae,00337_Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Larinus_carlinae
513,385,Euphoria sepulcralis,Dark Flower Scarab,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,sepulcralis,00385_Animalia_Arthropoda_Insecta_Coleoptera_Scarabaeidae_Euphoria_sepulcralis
514,405,Necrodes surinamensis,Red-lined Carrion Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Necrodes,surinamensis,00405_Animalia_Arthropoda_Insecta_Coleoptera_Silphidae_Necrodes_surinamensis
515,436,Chrysomya megacephala,Oriental Latrine Fly,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Chrysomya,megacephala,00436_Animalia_Arthropoda_Insecta_Diptera_Calliphoridae_Chrysomya_megacephala
516,494,Volucella bombylans,Bumblebee Hoverfly,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Volucella,bombylans,00494_Animalia_Arthropoda_Insecta_Diptera_Syrphidae_Volucella_bombylans
517,504,Tipula abdominalis,Giant Crane Fly,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,abdominalis,00504_Animalia_Arthropoda_Insecta_Diptera_Tipulidae_Tipula_abdominalis
518,517,Pachypsylla celtidismamma,Hackberry Nipple Gall,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla,celtidismamma,00517_Animalia_Arthropoda_Insecta_Hemiptera_Aphalaridae_Pachypsylla_celtidismamma
519,552,Neotibicen superbus,Superb Dog-day Cicada,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Neotibicen,superbus,00552_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Neotibicen_superbus
520,557,Acanthocephala declivis,Giant Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala,declivis,00557_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Acanthocephala_declivis
521,570,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,phyllopus,00570_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Leptoglossus_phyllopus
522,596,Membracis mexicana,Mexican Treehopper,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Membracis,mexicana,00596_Animalia_Arthropoda_Insecta_Hemiptera_Membracidae_Membracis_mexicana
523,608,Banasa dimidiata,Green Burgundy Stink Bug,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa,dimidiata,00608_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Banasa_dimidiata
524,632,Palomena prasina,Green Shield Bug,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Palomena,prasina,00632_Animalia_Arthropoda_Insecta_Hemiptera_Pentatomidae_Palomena_prasina
525,661,Boisea trivittata,Eastern Boxelder Bug,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea,trivittata,00661_Animalia_Arthropoda_Insecta_Hemiptera_Rhopalidae_Boisea_trivittata
526,687,Bombus griseocollis,Brown-belted Bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,griseocollis,00687_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_griseocollis
527,693,Bombus mixtus,Fuzzy-Horned Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,mixtus,00693_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_mixtus
528,696,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pensylvanicus,00696_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pensylvanicus
529,712,Xylocopa sonorina,Valley Carpenter Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,sonorina,00712_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_sonorina
530,716,Cotesia congregata,Tomato Hornworm Parasitoid Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Cotesia,congregata,00716_Animalia_Arthropoda_Insecta_Hymenoptera_Braconidae_Cotesia_congregata
531,722,Bicyrtes quadrifasciatus,Four-banded Stink Bug Hunter Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bicyrtes,quadrifasciatus,00722_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Bicyrtes_quadrifasciatus
532,732,Callirhytis seminator,Wool Sower Gall Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Callirhytis,seminator,00732_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Callirhytis_seminator
533,770,Tetramorium immigrans,Immigrant Pavement Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,00770_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Tetramorium_immigrans
534,798,Tremex columba,Pigeon Tremex Horntail,Animalia,Arthropoda,Insecta,Hymenoptera,Siricidae,Tremex,columba,00798_Animalia_Arthropoda_Insecta_Hymenoptera_Siricidae_Tremex_columba
535,810,Ancistrocerus adiabatus,Ancistrocerus adiabatus,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus,adiabatus,00810_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_adiabatus
536,820,Monobia quadridens,Four-toothed Mason Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Monobia,quadridens,00820_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Monobia_quadridens
537,831,Polistes dorsalis,Polistes dorsalis,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,dorsalis,00831_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_dorsalis
538,833,Polistes fuscatus,Northern Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,fuscatus,00833_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_fuscatus
539,835,Polistes instabilis,Polistes instabilis,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,instabilis,00835_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_instabilis
540,841,Vespula alascensis,Alaska Yellowjacket,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,alascensis,00841_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_alascensis
541,843,Vespula maculifrons,Eastern Yellowjacket,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,maculifrons,00843_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_maculifrons
542,865,Apogeshna stenialis,Checkered Apogeshna,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Apogeshna,stenialis,00865_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Apogeshna_stenialis
543,877,Cydalima perspectalis,Box Tree Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,perspectalis,00877_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Cydalima_perspectalis
544,882,Diastictis fracturalis,Fractured Western Snout Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Diastictis,fracturalis,00882_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Diastictis_fracturalis
545,885,Elophila icciusalis,Pondside Pyralid Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,icciusalis,00885_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Elophila_icciusalis
546,887,Euchromius ocellea,Belted Grass-veneer,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Euchromius,ocellea,00887_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Euchromius_ocellea
547,903,Maruca vitrata,Mung Bean Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Maruca,vitrata,00903_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Maruca_vitrata
548,904,Microcrambus biguttellus,Gold-stripe Grass-veneer,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microcrambus,biguttellus,00904_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Microcrambus_biguttellus
549,979,Arctia villica,Cream-spot Tiger,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Arctia,villica,00979_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Arctia_villica
550,1002,Catocala neogama,The Bride,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,neogama,01002_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Catocala_neogama
551,1041,Halysidota tessellaris,Banded Tussock Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Halysidota,tessellaris,01041_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Halysidota_tessellaris
552,1048,Hypena deceptalis,Deceptive Snout,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,deceptalis,01048_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypena_deceptalis
553,1054,Hypercompe oslari,Hypercompe oslari,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypercompe,oslari,01054_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypercompe_oslari
554,1057,Hypoprepia fucosa,Painted Lichen Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypoprepia,fucosa,01057_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Hypoprepia_fucosa
555,1075,Lymantria monacha,Black Arches,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,monacha,01075_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Lymantria_monacha
556,1123,Spilosoma congrua,Agreeable Tiger Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,congrua,01123_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Spilosoma_congrua
557,1161,Camptogramma bilineata,Yellow Shell Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Camptogramma,bilineata,01161_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Camptogramma_bilineata
558,1165,Chiasmia emersaria,Chiasmia emersaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chiasmia,emersaria,01165_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Chiasmia_emersaria
559,1170,Chloroclystis inductata,Chloroclystis inductata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclystis,inductata,01170_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Chloroclystis_inductata
560,1179,Costaconvexa centrostrigaria,Bent-line Carpet,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Costaconvexa,centrostrigaria,01179_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Costaconvexa_centrostrigaria
561,1182,Cyclophora linearia,Clay Triple-Lines,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,linearia,01182_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Cyclophora_linearia
562,1183,Cyclophora nanaria,Dwarf Tawny Wave,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,nanaria,01183_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Cyclophora_nanaria
563,1209,Erannis defoliaria,Mottled Umber,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,defoliaria,01209_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Erannis_defoliaria
564,1226,Hemithea aestivaria,Common Emerald,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hemithea,aestivaria,01226_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Hemithea_aestivaria
565,1227,Heterophleps triguttaria,Three-spotted Fillip,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heterophleps,triguttaria,01227_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Heterophleps_triguttaria
566,1256,Macaria alternata,Sharp-angled Peacock Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,alternata,01256_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Macaria_alternata
567,1261,Melanodes anthracitaria,Black Geometrid,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanodes,anthracitaria,01261_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Melanodes_anthracitaria
568,1276,Operophtera bruceata,Bruce Spanworm,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,bruceata,01276_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Operophtera_bruceata
569,1279,Orthonama obstipata,The Gem,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Orthonama,obstipata,01279_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Orthonama_obstipata
570,1338,Astraptes fulgerator,Two-barred Flasher,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Astraptes,fulgerator,01338_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Astraptes_fulgerator
571,1370,Hesperia colorado,Western Branded Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,colorado,01370_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Hesperia_colorado
572,1387,Oligoria maculata,Twin-spot Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Oligoria,maculata,01387_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Oligoria_maculata
573,1429,Euclea delphinii,Spiny Oak-slug Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea,delphinii,01429_Animalia_Arthropoda_Insecta_Lepidoptera_Limacodidae_Euclea_delphinii
574,1444,Cacyreus marshalli,Common Geranium-bronze,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cacyreus,marshalli,01444_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Cacyreus_marshalli
575,1480,Heliophorus epicles,Purple Sapphire,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Heliophorus,epicles,01480_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Heliophorus_epicles
576,1514,Plebejus idas,Idas Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,idas,01514_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Plebejus_idas
577,1530,Satyrium liparops,Striped Hairstreak,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium,liparops,01530_Animalia_Arthropoda_Insecta_Lepidoptera_Lycaenidae_Satyrium_liparops
578,1555,Acronicta insita,Fingered Dagger,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,insita,01555_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Acronicta_insita
579,1618,Elaphria grata,Grateful Midget,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria,grata,01618_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Elaphria_grata
580,1642,Lacinipolia renigera,bristly cutworm,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,renigera,01642_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Lacinipolia_renigera
581,1670,Ochropleura plecta,Flame Shoulder Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,plecta,01670_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Ochropleura_plecta
582,1690,Ponometia erastrioides,Small Bird-dropping Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ponometia,erastrioides,01690_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Ponometia_erastrioides
583,1719,Tyta luctuosa,Four-spotted Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tyta,luctuosa,01719_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Tyta_luctuosa
584,1741,Heterocampa umbrata,White-blotched Heterocampa,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Heterocampa,umbrata,01741_Animalia_Arthropoda_Insecta_Lepidoptera_Notodontidae_Heterocampa_umbrata
585,1764,Acraea terpsicore,Tawny Coster,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Acraea,terpsicore,01764_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Acraea_terpsicore
586,1773,Anaea aidea,Tropical Leafwing Butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anaea,aidea,01773_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Anaea_aidea
587,1809,Chlosyne ehrenbergii,White-rayed Patch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,ehrenbergii,01809_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Chlosyne_ehrenbergii
588,1812,Chlosyne harrisii,Harris's Checkerspot,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,harrisii,01812_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Chlosyne_harrisii
589,1828,Danaus erippus,Southern Monarch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,erippus,01828_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Danaus_erippus
590,1837,Doleschallia bisaltide,Autumn Leaf,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Doleschallia,bisaltide,01837_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Doleschallia_bisaltide
591,1842,Dynamine postverta,Mexican Sailor,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dynamine,postverta,01842_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Dynamine_postverta
592,1864,Hamadryas amphinome,Red Cracker,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hamadryas,amphinome,01864_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Hamadryas_amphinome
593,1872,Hestina assimilis,Red Ring Skirt,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hestina,assimilis,01872_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Hestina_assimilis
594,1917,Mechanitis polymnia,Polymnia Tigerwing,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mechanitis,polymnia,01917_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Mechanitis_polymnia
595,1928,Mestra amymone,Common Mestra,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Mestra,amymone,01928_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Mestra_amymone
596,1963,Pyronia bathseba,Spanish Gatekeeper,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pyronia,bathseba,01963_Animalia_Arthropoda_Insecta_Lepidoptera_Nymphalidae_Pyronia_bathseba
597,2055,Belenois aurota,Pioneer White,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Belenois,aurota,02055_Animalia_Arthropoda_Insecta_Lepidoptera_Pieridae_Belenois_aurota
598,2061,Catopsilia pyranthe,Mottled Emigrant,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Catopsilia,pyranthe,02061_Animalia_Arthropoda_Insecta_Lepidoptera_Pieridae_Catopsilia_pyranthe
599,2062,Cepora nerissa,Common Gull,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Cepora,nerissa,02062_Animalia_Arthropoda_Insecta_Lepidoptera_Pieridae_Cepora_nerissa
600,2068,Delias hyparete,Painted Jezebel,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Delias,hyparete,02068_Animalia_Arthropoda_Insecta_Lepidoptera_Pieridae_Delias_hyparete
601,2075,Eurema mexicana,Mexican Yellow,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Eurema,mexicana,02075_Animalia_Arthropoda_Insecta_Lepidoptera_Pieridae_Eurema_mexicana
602,2091,Phoebis sennae,Cloudless Sulphur,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,sennae,02091_Animalia_Arthropoda_Insecta_Lepidoptera_Pieridae_Phoebis_sennae
603,2119,Endotricha flammealis,Rosy Tabby,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Endotricha,flammealis,02119_Animalia_Arthropoda_Insecta_Lepidoptera_Pyralidae_Endotricha_flammealis
604,2159,Eacles imperialis,Imperial Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,imperialis,02159_Animalia_Arthropoda_Insecta_Lepidoptera_Saturniidae_Eacles_imperialis
605,2169,Melittia cucurbitae,Squash Vine Borer,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Melittia,cucurbitae,02169_Animalia_Arthropoda_Insecta_Lepidoptera_Sesiidae_Melittia_cucurbitae
606,2172,Agrius cingulata,Pink-spotted Hawkmoth,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Agrius,cingulata,02172_Animalia_Arthropoda_Insecta_Lepidoptera_Sphingidae_Agrius_cingulata
607,2281,Archimantis latistyla,Stick Mantis,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Archimantis,latistyla,02281_Animalia_Arthropoda_Insecta_Mantodea_Mantidae_Archimantis_latistyla
608,2313,Aeshna palmata,Paddle-tailed Darner,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna,palmata,02313_Animalia_Arthropoda_Insecta_Odonata_Aeshnidae_Aeshna_palmata
609,2324,Gomphaeschna furcillata,Harlequin Darner,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Gomphaeschna,furcillata,02324_Animalia_Arthropoda_Insecta_Odonata_Aeshnidae_Gomphaeschna_furcillata
610,2328,Rhionaeschna mutata,Spatterdock Darner,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna,mutata,02328_Animalia_Arthropoda_Insecta_Odonata_Aeshnidae_Rhionaeschna_mutata
611,2331,Calopteryx haemorrhoidalis,Copper Demoiselle,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Calopteryx,haemorrhoidalis,02331_Animalia_Arthropoda_Insecta_Odonata_Calopterygidae_Calopteryx_haemorrhoidalis
612,2346,Argia emma,Emma's Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,emma,02346_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Argia_emma
613,2379,Enallagma traviatum,North American Slender Bluet,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,traviatum,02379_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Enallagma_traviatum
614,2389,Ischnura kellicotti,Lilypad Forktail,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,kellicotti,02389_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Ischnura_kellicotti
615,2401,Xanthagrion erythroneurum,Red and Blue Damsel,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthagrion,erythroneurum,02401_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Xanthagrion_erythroneurum
616,2403,Cordulegaster boltonii,Golden-ringed Dragonfly,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,boltonii,02403_Animalia_Arthropoda_Insecta_Odonata_Cordulegastridae_Cordulegaster_boltonii
617,2411,Epitheca canis,Beaverpond Baskettail,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,canis,02411_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Epitheca_canis
618,2475,Celithemis eponina,Halloween Pennant,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,eponina,02475_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Celithemis_eponina
619,2490,Erythrodiplax basifusca,Plateau Dragonlet,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,basifusca,02490_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythrodiplax_basifusca
620,2504,Libellula axilena,Bar-winged Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,axilena,02504_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_axilena
621,2518,Libellula semifasciata,Painted Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,semifasciata,02518_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_semifasciata
622,2524,Nannothemis bella,Elfin Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Nannothemis,bella,02524_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Nannothemis_bella
623,2555,Pseudoleon superbus,Filigree Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Pseudoleon,superbus,02555_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Pseudoleon_superbus
624,2624,Omocestus viridulus,Common Green Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Omocestus,viridulus,02624_Animalia_Arthropoda_Insecta_Orthoptera_Acrididae_Omocestus_viridulus
625,2643,Hemideina thoracica,Auckland Tree Weta,Animalia,Arthropoda,Insecta,Orthoptera,Anostostomatidae,Hemideina,thoracica,02643_Animalia_Arthropoda_Insecta_Orthoptera_Anostostomatidae_Hemideina_thoracica
626,2663,Tropidacris cristata,giant red-winged grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Tropidacris,cristata,02663_Animalia_Arthropoda_Insecta_Orthoptera_Romaleidae_Tropidacris_cristata
